UNET-FFC_AdamW_True,0.8665978828122229,0.5853658536585366,0.997140093547542,0.7431658890436612,0.8780487804878049,0.0,135.72455034023378
UNET-FFC_AdamW_False,0.888174388869041,0.6463414634146342,0.9992182661847371,0.6122218534181092,0.7073170731707317,0.0,143.08821864244413

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET-MobileNetV2_Adam_True,0.9331945855912124,0.5,0.9960344826302877,0.8788309058234288,1.0,0.0,99.82615563927627
UNET-MobileNetV2_Adam_False,0.9287452494733951,0.5,0.9955890934641768,0.8717962480589455,1.0,0.0,104.70303675023521
UNET-MobileNetV2_AdamW_True,0.8872143476114922,0.5365853658536586,0.9942641839748476,0.8027181529929818,0.9512195121951219,0.0,124.0577988508271
UNET-MobileNetV2_AdamW_False,0.8684622044329163,0.5609756097560976,0.9942175702350896,0.7464825212035012,0.8780487804878049,0.0,128.07433779646712

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET++_Adam_True,0.9479725077985327,0.5609756097560976,0.9957949940751238,0.8371287787157988,0.926829268292683,0.0,186.4453583228879
UNET++_Adam_False,0.8145786513790608,0.5487804878048781,0.9870812020650724,0.6430491906194814,0.8536585365853658,0.0,187.05739626070348
UNET++_AdamW_True,0.8978900228655462,0.5609756097560976,0.9956451974264006,0.7994543876488458,0.926829268292683,0.0,185.75937573502702
UNET++_AdamW_False,0.8232043966910189,0.5121951219512195,0.9907261918230754,0.750100167446361,0.975609756097561,0.0,202.71347208720883

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET-ResNet50_Adam_True,0.9225635519297394,0.5,0.995504518834556,0.8631538337681315,1.0,0.0,146.3316649925418
UNET-ResNet50_Adam_False,0.9469930544266373,0.573170731707317,0.9974058197765816,0.7871568067523009,0.8780487804878049,0.0,172.45768337714964
UNET-ResNet50_AdamW_True,0.9374207842673176,0.5,0.9963599414360232,0.8851126828414666,1.0,0.0,161.26436140479112
UNET-ResNet50_AdamW_False,0.9460178777469327,0.5,0.9967609498558975,0.9012639546459504,1.0,0.0,168.31186341076364

Model Name,Dice Coefficient,IoU Score,Pixel Accuracy,Precision,Recall,Hausdorff Distance,Inference Time (ms)
UNET-VGG16_Adam_True,0.9289535796817012,0.524390243902439,0.9946531900545446,0.8535874765546834,0.975609756097561,0.0,132.9560861354921
UNET-VGG16_Adam_False,0.910377439458589,0.5121951219512195,0.9934003876476754,0.822049060299886,0.975609756097561,0.0,140.5881149012868
UNET-VGG16_AdamW_True,0.944557578160924,0.5121951219512195,0.9956722724728468,0.8769471280372214,0.975609756097561,0.0,139.44673538208008
UNET-VGG16_AdamW_False,0.945807728289174,0.5121951219512195,0.9961318969726562,0.8777367120909019,0.975609756097561,0.0,139.43465744576804
